2025-07-15 12:54:32,076 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > BOMMANAHAL - 4693
2025-07-15 12:54:32,076 - INFO - Attempting Macro download for BOMMANAHAL...
2025-07-15 12:54:32,076 - INFO - Macro result: False
2025-07-15 12:54:32,076 - INFO - Attempting Micro download for BOMMANAHAL...
2025-07-15 12:54:32,076 - INFO - Micro result: False
2025-07-15 12:54:32,076 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > BRAHMASAMUDRAM - 4694
2025-07-15 12:54:32,076 - INFO - Attempting Macro download for BRAHMASAMUDRAM...
2025-07-15 12:54:32,092 - INFO - Macro result: False
2025-07-15 12:54:32,092 - INFO - Attempting Micro download for BRAHMASAMUDRAM...
2025-07-15 12:54:32,092 - INFO - Micro result: False
2025-07-15 12:54:32,092 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > BUKKARAYASAMUDRAM - 4696
2025-07-15 12:54:32,092 - INFO - Attempting Macro download for BUKKARAYASAMUDRAM...
2025-07-15 12:54:32,092 - INFO - Macro result: False
2025-07-15 12:54:32,092 - INFO - Attempting Micro download for BUKKARAYASAMUDRAM...
2025-07-15 12:54:32,092 - INFO - Micro result: False
2025-07-15 12:54:32,092 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > D.HIREHAL - 4699
2025-07-15 12:54:32,092 - INFO - Attempting Macro download for D.HIREHAL...
2025-07-15 12:54:32,092 - INFO - Macro result: False
2025-07-15 12:54:32,092 - INFO - Attempting Micro download for D.HIREHAL...
2025-07-15 12:54:32,108 - INFO - Micro result: False
2025-07-15 12:54:32,108 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > GARLADINNE - 4702
2025-07-15 12:54:32,108 - INFO - Attempting Macro download for GARLADINNE...
2025-07-15 12:54:32,108 - INFO - Macro result: False
2025-07-15 12:54:32,112 - INFO - Attempting Micro download for GARLADINNE...
2025-07-15 12:54:32,112 - INFO - Micro result: False
2025-07-15 12:54:32,112 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > GOOTY - 4703
2025-07-15 12:54:32,112 - INFO - Attempting Macro download for GOOTY...
2025-07-15 12:54:32,112 - INFO - Macro result: False
2025-07-15 12:54:32,112 - INFO - Attempting Micro download for GOOTY...
2025-07-15 12:54:32,112 - INFO - Micro result: False
2025-07-15 12:54:32,112 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > GUMMAGATTA - 4706
2025-07-15 12:54:32,112 - INFO - Attempting Macro download for GUMMAGATTA...
2025-07-15 12:54:32,112 - INFO - Macro result: False
2025-07-15 12:54:32,112 - INFO - Attempting Micro download for GUMMAGATTA...
2025-07-15 12:54:32,125 - INFO - Micro result: False
2025-07-15 12:54:32,125 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > GUNTAKAL - 4707
2025-07-15 12:54:32,125 - INFO - Attempting Macro download for GUNTAKAL...
2025-07-15 12:54:32,125 - INFO - Macro result: False
2025-07-15 12:54:32,125 - INFO - Attempting Micro download for GUNTAKAL...
2025-07-15 12:54:32,133 - INFO - Micro result: False
2025-07-15 12:54:32,133 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > KALYANDRUG - 4710
2025-07-15 12:54:32,133 - INFO - Attempting Macro download for KALYANDRUG...
2025-07-15 12:54:32,139 - INFO - Macro result: False
2025-07-15 12:54:32,139 - INFO - Attempting Micro download for KALYANDRUG...
2025-07-15 12:54:32,147 - INFO - Micro result: False
2025-07-15 12:54:32,147 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > KAMBADUR - 4711
2025-07-15 12:54:32,147 - INFO - Attempting Macro download for KAMBADUR...
2025-07-15 12:54:32,157 - INFO - Macro result: False
2025-07-15 12:54:32,157 - INFO - Attempting Micro download for KAMBADUR...
2025-07-15 12:54:32,165 - INFO - Micro result: False
2025-07-15 12:54:32,165 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > KANEKAL - 4713
2025-07-15 12:54:32,165 - INFO - Attempting Macro download for KANEKAL...
2025-07-15 12:54:32,169 - INFO - Macro result: False
2025-07-15 12:54:32,169 - INFO - Attempting Micro download for KANEKAL...
2025-07-15 12:54:32,171 - INFO - Micro result: False
2025-07-15 12:54:32,171 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > KUDAIR - 4715
2025-07-15 12:54:32,171 - INFO - Attempting Macro download for KUDAIR...
2025-07-15 12:54:32,171 - INFO - Macro result: False
2025-07-15 12:54:32,171 - INFO - Attempting Micro download for KUDAIR...
2025-07-15 12:54:32,181 - INFO - Micro result: False
2025-07-15 12:54:32,181 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > KUNDURPI - 4716
2025-07-15 12:54:32,181 - INFO - Attempting Macro download for KUNDURPI...
2025-07-15 12:54:32,183 - INFO - Macro result: False
2025-07-15 12:54:32,183 - INFO - Attempting Micro download for KUNDURPI...
2025-07-15 12:54:32,189 - INFO - Micro result: False
2025-07-15 12:54:32,189 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > NARPALA - 4723
2025-07-15 12:54:32,189 - INFO - Attempting Macro download for NARPALA...
2025-07-15 12:54:32,189 - INFO - Macro result: False
2025-07-15 12:54:32,189 - INFO - Attempting Micro download for NARPALA...
2025-07-15 12:54:32,196 - INFO - Micro result: False
2025-07-15 12:54:32,196 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > PAMIDI - 4725
2025-07-15 12:54:32,196 - INFO - Attempting Macro download for PAMIDI...
2025-07-15 12:54:32,196 - INFO - Macro result: False
2025-07-15 12:54:32,196 - INFO - Attempting Micro download for PAMIDI...
2025-07-15 12:54:32,203 - INFO - Micro result: False
2025-07-15 12:54:32,203 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > PEDDAPAPPUR - 4727
2025-07-15 12:54:32,203 - INFO - Attempting Macro download for PEDDAPAPPUR...
2025-07-15 12:54:32,203 - INFO - Macro result: False
2025-07-15 12:54:32,203 - INFO - Attempting Micro download for PEDDAPAPPUR...
2025-07-15 12:54:32,210 - INFO - Micro result: False
2025-07-15 12:54:32,210 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > PEDDAVADUGUR - 4728
2025-07-15 12:54:32,210 - INFO - Attempting Macro download for PEDDAVADUGUR...
2025-07-15 12:54:32,214 - INFO - Macro result: False
2025-07-15 12:54:32,214 - INFO - Attempting Micro download for PEDDAVADUGUR...
2025-07-15 12:54:32,214 - INFO - Micro result: False
2025-07-15 12:54:32,214 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > PUTLUR - 4730
2025-07-15 12:54:32,214 - INFO - Attempting Macro download for PUTLUR...
2025-07-15 12:54:32,218 - INFO - Macro result: False
2025-07-15 12:54:32,218 - INFO - Attempting Micro download for PUTLUR...
2025-07-15 12:54:32,218 - INFO - Micro result: False
2025-07-15 12:54:32,218 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > RAPTADU - 4733
2025-07-15 12:54:32,218 - INFO - Attempting Macro download for RAPTADU...
2025-07-15 12:54:32,218 - INFO - Macro result: False
2025-07-15 12:54:32,218 - INFO - Attempting Micro download for RAPTADU...
2025-07-15 12:54:32,218 - INFO - Micro result: False
2025-07-15 12:54:32,218 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > RAYADURG - 4734
2025-07-15 12:54:32,218 - INFO - Attempting Macro download for RAYADURG...
2025-07-15 12:54:32,218 - INFO - Macro result: False
2025-07-15 12:54:32,218 - INFO - Attempting Micro download for RAYADURG...
2025-07-15 12:54:32,234 - INFO - Micro result: False
2025-07-15 12:54:32,234 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > SETTUR - 4737
2025-07-15 12:54:32,234 - INFO - Attempting Macro download for SETTUR...
2025-07-15 12:54:32,234 - INFO - Macro result: False
2025-07-15 12:54:32,234 - INFO - Attempting Micro download for SETTUR...
2025-07-15 12:54:32,234 - INFO - Micro result: False
2025-07-15 12:54:32,234 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > SINGANAMALA - 4738
2025-07-15 12:54:32,234 - INFO - Attempting Macro download for SINGANAMALA...
2025-07-15 12:54:32,243 - INFO - Macro result: False
2025-07-15 12:54:32,243 - INFO - Attempting Micro download for SINGANAMALA...
2025-07-15 12:54:32,245 - INFO - Micro result: False
2025-07-15 12:54:32,245 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > TADIPATRI - 4741
2025-07-15 12:54:32,245 - INFO - Attempting Macro download for TADIPATRI...
2025-07-15 12:54:32,247 - INFO - Macro result: False
2025-07-15 12:54:32,247 - INFO - Attempting Micro download for TADIPATRI...
2025-07-15 12:54:32,250 - INFO - Micro result: False
2025-07-15 12:54:32,250 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > URAVAKONDA - 4744
2025-07-15 12:54:32,250 - INFO - Attempting Macro download for URAVAKONDA...
2025-07-15 12:54:32,250 - INFO - Macro result: False
